,address,affordable_units,block,lat,latest_date,latlng,lon,lot,net_units,status,units,year,zone,unitcat
294,"219 25TH AV, San Francisco, CA",0.0,1385,37.7853128607,2015-03-16 00:00:00,,-122.485448346,002A,-1.0,COMPLETE,2.0,2015,RM-1,4
295,"338 CARL ST, San Francisco, CA",0.0,1265,37.7654152107,2015-04-03 00:00:00,,-122.45522364,047,1.0,COMPLETE,3.0,2015,RH-3,0
296,"1886 MCALLISTER ST, San Francisco, CA",0.0,1158,37.7774131733,2015-05-08 00:00:00,,-122.443206804,022,1.0,CFC ISSUED,3.0,2015,RM-1,0
297,"967 SUTTER ST, San Francisco, CA",0.0,0300,37.7879685903,2015-10-01 00:00:00,,-122.416228495,015,1.0,COMPLETE,3.0,2015,RC-4,0
298,"78 PARKER AV, San Francisco, CA",0.0,1036,37.7846318073,2015-11-25 00:00:00,,-122.454316657,022,1.0,COMPLETE,7.0,2015,RH-2,0
299,"1000 MASONIC AV, San Francisco, CA",0.0,1222,37.7719845611,2015-09-02 00:00:00,,-122.445384332,025,1.0,COMPLETE,7.0,2015,RM-2,0
300,"880 ASHBURY ST, San Francisco, CA",0.0,1270,37.7659271954,2015-06-09 00:00:00,,-122.445801232,026,-2.0,COMPLETE,1.0,2015,RH-3,4
301,"1411 HUDSON AV, San Francisco, CA",0.0,5258,37.7378452689,2015-07-16 00:00:00,,-122.384928039,027,1.0,COMPLETE,1.0,2015,RH-1,0
302,"1415 HUDSON AV, San Francisco, CA",0.0,5258,37.7378931444,2015-07-16 00:00:00,,-122.38501247,026,1.0,COMPLETE,1.0,2015,RH-1,0
303,"459 GEARY ST, San Francisco, CA",0.0,0316,37.7867428838,2015-06-22 00:00:00,,-122.410816425,018,1.0,COMPLETE,1.0,2015,C-3-G,0
304,"291 SUMMIT WY, San Francisco, CA",0.0,7331,37.7150132855,2015-09-23 00:00:00,,-122.475791048,080,1.0,COMPLETE,1.0,2015,RM-1,0
305,"293 SUMMIT WY, San Francisco, CA",0.0,7331,37.7150008351,2015-09-18 00:00:00,,-122.475709584,081,1.0,COMPLETE,1.0,2015,RM-1,0
306,"295 SUMMIT WY, San Francisco, CA",0.0,7331,37.7149858466,2015-09-21 00:00:00,,-122.475630279,082,1.0,CFC ISSUED,1.0,2015,RM-1,0
307,"297 SUMMIT WY, San Francisco, CA",0.0,7331,37.7149679754,2015-07-15 00:00:00,,-122.47555191,083,1.0,COMPLETE,1.0,2015,RM-1,0
308,"299 SUMMIT WY, San Francisco, CA",0.0,7331,37.7149472538,2015-07-15 00:00:00,,-122.47547466,084,1.0,COMPLETE,1.0,2015,RM-1,0
309,"303 SUMMIT WY, San Francisco, CA",0.0,7331,37.7148973718,2015-05-26 00:00:00,,-122.475324641,086,1.0,COMPLETE,1.0,2015,RM-1,0
310,"305 SUMMIT WY, San Francisco, CA",0.0,7331,37.71486876,2015-05-26 00:00:00,,-122.475251512,087,1.0,COMPLETE,1.0,2015,RM-1,0
311,"309 SUMMIT WY, San Francisco, CA",0.0,7331,37.7152862737,2015-02-25 00:00:00,,-122.475835983,005,1.0,COMPLETE,1.0,2015,RM-1,0
312,"315 SUMMIT WY, San Francisco, CA",0.0,7331,37.7146929842,2015-02-13 00:00:00,,-122.474912001,092,1.0,COMPLETE,1.0,2015,RM-1,0
313,"455 POTRERO AV, San Francisco, CA",0.0,3974,37.7637719087,2015-06-08 00:00:00,,-122.407007903,020,1.0,COMPLETE,1.0,2015,UMU,0
314,"2917 25TH ST, San Francisco, CA",0.0,4274,37.7510162457,2015-03-02 00:00:00,,-122.408510619,032,1.0,COMPLETE,1.0,2015,RH-3,0
315,"1535 OAK ST, San Francisco, CA",0.0,1222,37.7719278024,2015-08-05 00:00:00,,-122.444600014,044,1.0,COMPLETE,1.0,2015,RM-2,0
316,"233 MAPLE ST, San Francisco, CA",0.0,0992,37.7884443874,2015-12-17 00:00:00,,-122.455816846,002,-1.0,COMPLETE,0.0,2015,RH-1,4
317,"601 DOLORES ST, San Francisco, CA",0.0,3598,37.7596069778,2015-04-03 00:00:00,,-122.425543173,060,-1.0,COMPLETE,0.0,2015,RH-3,4
318,"2834 22ND ST, San Francisco, CA",0.0,4146,37.7561367271,2015-09-22 00:00:00,,-122.410977316,019,1.0,COMPLETE,1.0,2015,RH-3,0
319,"160 14TH ST, San Francisco, CA",0.0,3530,37.7686974675,2015-02-10 00:00:00,,-122.417031738,049,1.0,PRE-FINAL,1.0,2015,PDR-1-G,0
320,"940 GROVE ST, San Francisco, CA",0.0,0798,37.7767702544,2015-02-12 00:00:00,,-122.432733553,058,1.0,COMPLETE,1.0,2015,RH-3,0
321,"384 11TH AV, San Francisco, CA",0.0,1442,37.7811905546,2015-12-23 00:00:00,,-122.469483249,026A,1.0,COMPLETE,1.0,2015,NC-3,0
322,"136 TAYLOR ST, San Francisco, CA",0.0,0340,37.7837515098,2015-02-06 00:00:00,,-122.410617382,014,1.0,PRE-FINAL,1.0,2015,RC-4,0
323,"2018 19TH ST, San Francisco, CA",0.0,4030,37.7611512834,2015-02-05 00:00:00,,-122.402665316,014,-1.0,FINAL INSPECT/APPRVD,-1.0,2015,RH-2,4
324,"524 VIENNA ST, San Francisco, CA",0.0,6090,37.7201407656,2015-06-11 00:00:00,,-122.431000295,004,-1.0,COMPLETE,-1.0,2015,RH-1,4
325,"614 NOE ST, San Francisco, CA",0.0,3602,37.7588791972,2015-03-10 00:00:00,,-122.432945079,004,-1.0,COMPLETE,-1.0,2015,RH-1,4
326,"1 MCCORMICK ST, San Francisco, CA",0.0,0185,37.7949211118,2015-05-14 00:00:00,,-122.419170769,048,-1.0,COMPLETE,-1.0,2015,RH-1,4
327,"77 CAINE AV, San Francisco, CA",0.0,7047,37.7169681825,2015-03-04 00:00:00,,-122.450497078,036,-1.0,COMPLETE,-1.0,2015,RH-1,4
328,"74 BLAKE ST, San Francisco, CA",0.0,1068,37.7825672035,2015-05-19 00:00:00,,-122.450923524,004,-1.0,COMPLETE,-1.0,2015,RH-2,4
329,"579 39TH AV, San Francisco, CA",0.0,1505,37.7778804705,2015-12-15 00:00:00,,-122.499952205,014,-1.0,COMPLETE,-1.0,2015,RH-2,4
330,"440 29TH ST, San Francisco, CA",0.0,6620,37.7437485149,2015-07-30 00:00:00,,-122.429886061,014,-1.0,COMPLETE,-1.0,2015,RH-2,4
331,"174 27TH ST, San Francisco, CA",0.0,6577,37.7473178571,2015-10-01 00:00:00,,-122.424091277,023,-1.0,COMPLETE,-1.0,2015,RH-2,4
332,"456 27TH ST, San Francisco, CA",0.0,6580,37.7469297366,2015-08-26 00:00:00,,-122.430509327,018,-1.0,COMPLETE,-1.0,2015,RH-2,4
333,"228 17TH AV, San Francisco, CA",0.0,1417,37.7837435611,2015-07-17 00:00:00,,-122.476074265,029,-1.0,COMPLETE,-1.0,2015,RH-2,4
334,"3305 BRODERICK ST, San Francisco, CA",0.0,0926,37.8009215974,2015-01-26 00:00:00,,-122.445031776,008,-1.0,COMPLETE,-1.0,2015,RH-3,4
335,"851 CORBETT AV, San Francisco, CA",0.0,2778,37.7530867333,2015-05-05 00:00:00,,-122.443289922,013,-1.0,COMPLETE,-1.0,2015,RM-1,4
336,"520 28TH AV, San Francisco, CA",0.0,1517,37.7794276767,2015-06-30 00:00:00,,-122.487578747,030,-1.0,COMPLETE,-1.0,2015,RM-1,4
337,"969 EDDY ST, San Francisco, CA",0.0,0744,37.7822638513,2015-06-18 00:00:00,,-122.423520567,011,-1.0,FINAL INSPECT/APPRVD,-1.0,2015,RM-4,4
338,"524 VIENNA ST, San Francisco, CA",0.0,6090,37.7201407656,2015-06-11 00:00:00,,-122.431000295,004,1.0,COMPLETE,1.0,2015,RH-1,0
339,"262 UNIVERSITY ST, San Francisco, CA",0.0,5972,37.72667371,2015-08-26 00:00:00,,-122.414394396,040,1.0,CFC ISSUED,1.0,2015,RH-1,0
340,"614 NOE ST, San Francisco, CA",0.0,3602,37.7588791972,2015-03-10 00:00:00,,-122.432945079,004,1.0,COMPLETE,1.0,2015,RH-1,0
341,"74 GOLD MINE DR, San Francisco, CA",0.0,7520,37.7440700571,2015-01-06 00:00:00,,-122.437462233,034,1.0,COMPLETE,1.0,2015,RH-1,0
342,"1310 GENEVA AV, San Francisco, CA",0.0,6415,37.7131015345,2015-04-01 00:00:00,,-122.434408763,022,1.0,COMPLETE,1.0,2015,RH-1,0
343,"2 FLOOD AV, San Francisco, CA",0.0,6774,37.7301700012,2015-07-21 00:00:00,,-122.440655587,012,1.0,COMPLETE,1.0,2015,RH-1,0
344,"165 BRUSSELS ST, San Francisco, CA",0.0,5926,37.7300983104,2015-11-18 00:00:00,,-122.406489806,022,1.0,COMPLETE,1.0,2015,RH-1,0
345,"1235 40TH AV, San Francisco, CA",0.0,1710,37.7637264248,2015-11-19 00:00:00,,-122.500037941,006,1.0,COMPLETE,1.0,2015,RH-1,0
346,"562 28TH ST, San Francisco, CA",0.0,6604,37.7450644321,2015-11-10 00:00:00,,-122.434728508,016,1.0,COMPLETE,1.0,2015,RH-1,0
347,"128 27TH AV, San Francisco, CA",0.0,1332,37.7869386562,2015-04-10 00:00:00,,-122.487055152,049,1.0,PRE-FINAL,1.0,2015,RH-1,0
348,"2451 19TH AV, San Francisco, CA",0.0,2406,37.7420552672,2015-12-04 00:00:00,,-122.475959701,037,1.0,COMPLETE,1.0,2015,RH-1(D),0
349,"2342 WASHINGTON ST, San Francisco, CA",0.0,0604,37.7921762496,2015-03-18 00:00:00,,-122.431927626,015,1.0,COMPLETE,1.0,2015,RH-2,0
350,"11 ROSCOE ST, San Francisco, CA",0.0,5807,37.7345886847,2015-01-20 00:00:00,,-122.418571183,019,1.0,COMPLETE,1.0,2015,RH-2,0
351,"107 24TH AV, San Francisco, CA",0.0,1334,37.7872788631,2015-02-19 00:00:00,,-122.484428507,040,1.0,COMPLETE,1.0,2015,RH-1(D),0
0,"1000 MASON ST, San Francisco, CA",0.0,223,37.7930742,27-Mar-14,"37.7930742,-122.4107104,OK",-122.4107104,8,3.0,OK,51,2014,RM-4,0
1,"1000 POWELL ST, San Francisco, CA",0.0,211,37.7941048,24-Jun-14,"37.7941048,-122.4093554,OK",-122.4093554,15,1.0,OK,48,2014,RC-4,0
2,"101 DUBOCE AV, San Francisco, CA",2,3533,37.7697085,07-Aug-14,"37.7697085,-122.422638,OK",-122.422638,1,2.0,OK,7,2014,NCT-3,0
3,"1017 CAPITOL AV, San Francisco, CA",0.0,6985,37.7204131,12-Sep-14,"37.7204131,-122.4594593,OK",-122.4594593,10,-1.0,OK,1,2014,RH-1,4
4,"1028 WISCONSIN ST, San Francisco, CA",0.0,4219,37.754259,06-Nov-14,"37.754259,-122.398962,OK",-122.398962,3,2.0,OK,2,2014,RH-2,0
5,"1066 JAMESTOWN AV, San Francisco, CA",0.0,4969,37.7193862,30-Jan-14,"37.7193862,-122.3947366,OK",-122.3947366,21,-1.0,OK,1,2014,RH-1,4
6,"1078 HAMPSHIRE ST, San Francisco, CA",0.0,4152,37.754872,27-Jan-14,"37.754872,-122.40776,OK",-122.40776,46,2.0,OK,2,2014,RH-2,0
7,"1080 SUTTER ST, San Francisco, CA",4,279,37.78817919999999,02-Apr-14,"37.78817919999999,-122.4179624,OK",-122.4179624,11,35.0,OK,35,2014,RC-4,0
8,"110 MIDDLE POINT RD, San Francisco, CA",0.0,4624,37.7363367,30-Apr-14,"37.7363367,-122.3794381,OK",-122.3794381,31,-4.0,OK,-4,2014,RM-1,4
9,"112 WEST POINT RD, San Francisco, CA",0.0,4624,37.736044,30-Apr-14,"37.736044,-122.3807864,OK",-122.3807864,31,-4.0,OK,-4,2014,RM-1,4
10,"1146 CASTRO ST, San Francisco, CA",0.0,2804,37.7522515,25-Jun-14,"37.7522515,-122.4343565,OK",-122.4343565,6,-1.0,OK,1,2014,RH-2,4
11,"1155 04TH ST, San Francisco, CA",0.0,8711,37.7732713,01-Oct-14,"37.7732713,-122.3909647,OK",-122.3909647,25,147.0,OK,147,2014,MB-RA,1
12,"1170 SACRAMENTO ST, San Francisco, CA",0.0,,37.7929129,02-Jan-14,"37.7929129,-122.4122041,OK",-122.4122041,71,-1.0,OK,72,2014,RM-4,4
13,"1190 04TH ST, San Francisco, CA",150,8711,37.7732287,23-Dec-14,"37.7732287,-122.3914643,OK",-122.3914643,14,150.0,OK,150,2014,MB-RA,1
14,"120 MIDDLE POINT RD, San Francisco, CA",0.0,4624,37.7363793,30-Apr-14,"37.7363793,-122.3794371,OK",-122.3794371,31,-6.0,OK,-6,2014,RM-1,4
15,"120 WEST POINT RD, San Francisco, CA",0.0,4624,37.7358948,30-Apr-14,"37.7358948,-122.3807415,OK",-122.3807415,31,-4.0,OK,-4,2014,RM-1,4
16,"121 GOLDEN GATE AV, San Francisco, CA",90,349,37.7818641,05-Nov-14,"37.7818641,-122.4125452,OK",-122.4125452,1,90.0,OK,90,2014,RC-4,1
17,"1234 VALENCIA ST, San Francisco, CA",0.0,3644,37.753113,15-Aug-14,"37.753113,-122.4210415,OK",-122.4210415,4,-1.0,OK,7,2014,Valencia St NCT,4
18,"1235 BUSH ST, San Francisco, CA",0.0,279,37.78879939999999,29-Aug-14,"37.78879939999999,-122.4176124,OK",-122.4176124,21,-1.0,OK,24,2014,RC-4,4
19,"125 TRENTON ST, San Francisco, CA",1,179,37.7961585,03-Sep-14,"37.7961585,-122.4093167,OK",-122.4093167,30,1.0,OK,5,2014,CRNC,0
20,"126 MULLEN AV, San Francisco, CA",0.0,5538,37.74623649999999,24-Feb-14,"37.74623649999999,-122.4085625,OK",-122.4085625,31,-1.0,OK,1,2014,RH-1,4
21,"1265 BAY ST, San Francisco, CA",1,473,37.803511,28-Jan-14,"37.803511,-122.42784,OK",-122.42784,,1.0,OK,3,2014,RM-1,0
22,"1266 09TH AV, San Francisco, CA",0.0,1742,37.7646394,28-Mar-14,"37.7646394,-122.4661411,OK",-122.4661411,43,15.0,OK,15,2014,INNER SUNSET NCD,0
23,"1275 INDIANA ST, San Francisco, CA",5,4228,37.75419249999999,28-Aug-14,"37.75419249999999,-122.3905999,OK",-122.3905999,10,39.0,OK,39,2014,PDR-1-G,0
24,"130 BLANKEN AV, San Francisco, CA",0.0,5084,37.711696,21-Mar-14,"37.711696,-122.400396,OK",-122.400396,21,-1.0,OK,1,2014,RH-1,4
25,"130 PALM AV, San Francisco, CA",1,1062,37.7830326,15-Jul-14,"37.7830326,-122.4575388,OK",-122.4575388,43,1.0,OK,5,2014,RM-1,0
26,"130 WEST POINT RD, San Francisco, CA",0.0,4624,37.7356918,30-Apr-14,"37.7356918,-122.3806637,OK",-122.3806637,31,-6.0,OK,-6,2014,RM-1,4
27,"1320 21ST AV, San Francisco, CA",1,1775,37.76300519999999,13-Nov-14,"37.76300519999999,-122.4790485,OK",-122.4790485,44,1.0,OK,2,2014,RH-2,0
28,"1324 FRANCISCO ST, San Francisco, CA",1,473,37.8031422,04-Sep-14,"37.8031422,-122.4271292,OK",-122.4271292,8,1.0,OK,3,2014,RH-3,0
29,"1326 FRANCISCO ST, San Francisco, CA",1,473,37.8031307,04-Sep-14,"37.8031307,-122.4271218,OK",-122.4271218,36,1.0,OK,3,2014,RH-3,0
30,"133 ELSIE ST, San Francisco, CA",0.0,5619,37.7424475,23-Oct-14,"37.7424475,-122.4177191,OK",-122.4177191,57,1.0,OK,1,2014,RH-1,0
31,"1338 UNION ST, San Francisco, CA",0.0,525,37.799197,08-Oct-14,"37.799197,-122.421426,OK",-122.421426,10,-1.0,OK,3,2014,RH-2,4
32,"1345 SILVER AV, San Francisco, CA",1,5883,37.731317,03-Dec-14,"37.731317,-122.409925,OK",-122.409925,12,1.0,OK,2,2014,RH-2,0
33,"135 YUKON ST, San Francisco, CA",0.0,2716,37.7574619,23-Jul-14,"37.7574619,-122.4422559,OK",-122.4422559,33,1.0,OK,1,2014,RH-1(S),0
34,"1370 UTAH ST, San Francisco, CA",1,4264,37.7521638,18-Dec-14,"37.7521638,-122.4054242,OK",-122.4054242,7,1.0,OK,3,2014,RH-3,0
35,"1379 REVERE AV, San Francisco, CA",1,4788,37.729111,28-Jan-14,"37.729111,-122.386192,OK",-122.386192,17,1.0,OK,2,2014,RH-2,0
36,"1390 MARKET ST, San Francisco, CA",0.0,813,37.777311,31-Oct-14,"37.777311,-122.4172441,OK",-122.4172441,8,1.0,OK,444,2014,C-3-G,0
37,"140 MIDDLE POINT RD, San Francisco, CA",0.0,4624,37.7364857,30-Apr-14,"37.7364857,-122.3794346,OK",-122.3794346,31,-4.0,OK,-4,2014,RM-1,4
38,"1401 DIVISADERO ST, San Francisco, CA",0.0,1098,37.782632,27-Jan-14,"37.782632,-122.439625,OK",-122.439625,9,-21.0,OK,-21,2014,NC-2,4
39,"1401 LYON ST, San Francisco, CA",1,1073,37.7837785,23-May-14,"37.7837785,-122.444868,OK",-122.444868,,1.0,OK,3,2014,RH-3,0
40,"1409 HUDSON AV, San Francisco, CA",0.0,5258,37.737797,19-May-14,"37.737797,-122.384844,OK",-122.384844,1,1.0,OK,1,2014,RH-1,0
41,"1410 JEFFERSON ST, San Francisco, CA",1,,37.8058057,02-Dec-14,"37.8058057,-122.4358963,OK",-122.4358963,2,1.0,OK,2,2014,RH-2,0
42,"1411 MARKET ST, San Francisco, CA",52,3507,37.7761331,12-Nov-14,"37.7761331,-122.4173382,OK",-122.4173382,41,437.0,OK,754,2014,C-3-G,2
43,"142 WEST POINT RD, San Francisco, CA",0.0,4624,37.735433,30-Apr-14,"37.735433,-122.3805638,OK",-122.3805638,31,-2.0,OK,-2,2014,RM-1,4
44,"1430 LARKIN ST, San Francisco, CA",1,249,37.7912757,22-May-14,"37.7912757,-122.4189262,OK",-122.4189262,17,1.0,OK,21,2014,POLK,0
45,"1432 YORK ST, San Francisco, CA",1,4335,37.749176,30-Sep-14,"37.749176,-122.408116,OK",-122.408116,,1.0,OK,2,2014,RH-2,0
46,"146 WEST POINT RD, San Francisco, CA",0.0,4624,37.7353574,30-Apr-14,"37.7353574,-122.3805066,OK",-122.3805066,31,-4.0,OK,-4,2014,RM-1,4
47,"148 MIDDLE POINT RD, San Francisco, CA",0.0,4624,37.736518,30-Apr-14,"37.736518,-122.3794338,OK",-122.3794338,31,-2.0,OK,-2,2014,RM-1,4
48,"149 NEWMAN ST, San Francisco, CA",0.0,5708,37.737901,26-Feb-14,"37.737901,-122.4171509,OK",-122.4171509,9,-1.0,OK,1,2014,RH-2,4
49,"1515 15TH ST, San Francisco, CA",7,3553,37.7665977,11-Jun-14,"37.7665977,-122.4181501,OK",-122.4181501,54,40.0,OK,40,2014,UMU,0
50,"152 ELSIE ST, San Francisco, CA",0.0,5618,37.7420345,22-Jul-14,"37.7420345,-122.4184152,OK",-122.4184152,20,1.0,OK,1,2014,RH-1,0
51,"1530 48TH AV, San Francisco, CA",0.0,1893,37.7578578,19-Aug-14,"37.7578578,-122.5074585,OK",-122.5074585,38,1.0,OK,1,2014,RH-2,0
52,"154 BROAD ST, San Francisco, CA",0.0,7107,37.713463,07-Aug-14,"37.713463,-122.458028,OK",-122.458028,63,2.0,OK,2,2014,RH-2,0
53,"154 WEST POINT RD, San Francisco, CA",0.0,4624,37.7352943,30-Apr-14,"37.7352943,-122.3802947,OK",-122.3802947,31,-4.0,OK,-4,2014,RM-1,4
54,"160 14TH ST, San Francisco, CA",0.0,3530,37.7686704,28-Feb-14,"37.7686704,-122.4169583,OK",-122.4169583,49,1.0,OK,1,2014,PDR-1-G,0
55,"1600 MARKET ST, San Francisco, CA",23,854,37.7740446,14-Mar-14,"37.7740446,-122.4210278,OK",-122.4210278,1,24.0,OK,24,2014,NCT-3,0
56,"162 WEST POINT RD, San Francisco, CA",0.0,4624,37.7353265,30-Apr-14,"37.7353265,-122.3800762,OK",-122.3800762,31,-6.0,OK,-6,2014,RM-1,4
57,"1622 11TH AV, San Francisco, CA",1,1933,37.757884,05-May-14,"37.757884,-122.467701,OK",-122.467701,41,1.0,OK,2,2014,RH-2,0
58,"1645 PACIFIC AV, San Francisco, CA",5,595,37.794657,12-Nov-14,"37.794657,-122.422326,OK",-122.422326,13,38.0,OK,38,2014,POLK,0
59,"165 BRUSSELS ST, San Francisco, CA",0.0,5926,37.730098,18-Apr-14,"37.730098,-122.40649,OK",-122.40649,21,-1.0,OK,0,2014,RH-1,4
60,"1710 DIAMOND ST, San Francisco, CA",0.0,7535,37.7438471,18-Jul-14,"37.7438471,-122.4358179,OK",-122.4358179,102,1.0,OK,1,2014,RM-1,0
61,"1710 DIAMOND ST, San Francisco, CA",0.0,7535,37.7438471,18-Jul-14,"37.7438471,-122.4358179,OK",-122.4358179,102,-1.0,OK,-1,2014,RM-1,4
62,"1717 17TH ST, San Francisco, CA",2,3980,37.7644775,18-Apr-14,"37.7644775,-122.4008576,OK",-122.4008576,8,20.0,OK,20,2014,UMU,0
63,"1718 DIAMOND ST, San Francisco, CA",0.0,7535,37.7437753,15-Sep-14,"37.7437753,-122.4358373,OK",-122.4358373,102,1.0,OK,1,2014,RM-1,0
64,"1728 DIAMOND ST, San Francisco, CA",0.0,7535,37.7436993,26-Sep-14,"37.7436993,-122.4357209,OK",-122.4357209,102,1.0,OK,1,2014,RM-1,0
65,"173 MARSTON AV, San Francisco, CA",0.0,3185,37.7273051,18-Sep-14,"37.7273051,-122.4477565,OK",-122.4477565,23,1.0,OK,1,2014,RH-1,0
66,"1738 DIAMOND ST, San Francisco, CA",0.0,7535,37.743615,26-Sep-14,"37.743615,-122.4357997,OK",-122.4357997,102,1.0,OK,1,2014,RM-1,0
67,"174 WEST POINT RD, San Francisco, CA",0.0,4624,37.7353265,30-Apr-14,"37.7353265,-122.3800762,OK",-122.3800762,31,-2.0,OK,-2,2014,RM-1,4
68,"1771 WASHINGTON ST, San Francisco, CA",0.0,619,37.7930012,12-Nov-14,"37.7930012,-122.422178,OK",-122.422178,9,3.0,OK,3,2014,RC-4,0
69,"178 WEST POINT RD, San Francisco, CA",0.0,4624,37.7353265,30-Apr-14,"37.7353265,-122.3800762,OK",-122.3800762,31,-4.0,OK,-4,2014,RM-1,4
70,"179 DELMAR ST, San Francisco, CA",1,1270,37.7657791,30-Dec-14,"37.7657791,-122.4454229,OK",-122.4454229,53,1.0,OK,2,2014,RH-2,0
71,"180 YUKON ST, San Francisco, CA",0.0,2716,37.7572717,12-Jun-14,"37.7572717,-122.4423515,OK",-122.4423515,56,2.0,OK,2,2014,RH-2,0
72,"1800 VAN NESS AV, San Francisco, CA",15,619,37.7925491,12-Nov-14,"37.7925491,-122.4222916,OK",-122.4222916,10,95.0,OK,95,2014,RC-4,1
73,"1841 STOCKTON ST, San Francisco, CA",0.0,76,37.8027119,21-Aug-14,"37.8027119,-122.4096655,OK",-122.4096655,5,2.0,OK,2,2014,RM-1,0
74,"185 CHANNEL ST, San Francisco, CA",0.0,8711,37.7742388,22-Jul-14,"37.7742388,-122.3910847,OK",-122.3910847,23,315.0,OK,315,2014,MB-RA,2
75,"1870 GOLDEN GATE AV, San Francisco, CA",0.0,1152,37.77859,08-Jul-14,"37.77859,-122.441443,OK",-122.441443,17,3.0,OK,3,2014,RM-1,0
76,"1927 GOLDEN GATE AV, San Francisco, CA",1,1158,37.77802399999999,17-Jun-14,"37.77802399999999,-122.442366,OK",-122.442366,37,1.0,OK,2,2014,RH-3,0
77,"194 PARKER AV, San Francisco, CA",1,1065,37.7818166,21-Nov-14,"37.7818166,-122.4542379,OK",-122.4542379,,1.0,OK,4,2014,NC-3,0
78,"1945 HYDE ST, San Francisco, CA",0.0,123,37.7988349,26-Jun-14,"37.7988349,-122.4192567,OK",-122.4192567,2,7.0,OK,7,2014,NC-1,0
79,"1963 OAKDALE AV, San Francisco, CA",1,5319,37.738239,30-Dec-14,"37.738239,-122.397294,OK",-122.397294,34,1.0,OK,2,2014,RH-2,0
80,"1973 FILBERT ST, San Francisco, CA",0.0,531,37.79823200000001,12-Sep-14,"37.79823200000001,-122.431767,OK",-122.431767,22,1.0,OK,1,2014,RH-2,0
81,"1998 MARKET ST, San Francisco, CA",0.0,872,37.7698639,22-Jul-14,"37.7698639,-122.4264072,OK",-122.4264072,7,115.0,OK,115,2014,NCT-3,1
82,"2 CIELITO DR, San Francisco, CA",0.0,6326,37.71025059999999,12-Nov-14,"37.71025059999999,-122.4219006,OK",-122.4219006,1,-1.0,OK,1,2014,RH-1,4
83,"2000 20TH ST, San Francisco, CA",1,4072,37.7598717,11-Sep-14,"37.7598717,-122.4013773,OK",-122.4013773,23,1.0,OK,2,2014,RM-1,0
84,"201 BEVERLY ST, San Francisco, CA",0.0,6999,37.7197663,21-Mar-14,"37.7197663,-122.4719036,OK",-122.4719036,23,-1.0,OK,1,2014,RH-1,4
85,"201 WEST POINT RD, San Francisco, CA",0.0,4624,37.7352749,30-Apr-14,"37.7352749,-122.3794269,OK",-122.3794269,32,-4.0,OK,-4,2014,RM-1,4
86,"2010 QUESADA AV, San Francisco, CA",0.0,5330,37.736839,20-Feb-14,"37.736839,-122.3972256,OK",-122.3972256,5,-1.0,OK,1,2014,RH-1,4
87,"2028 BEACH ST, San Francisco, CA",1,913,37.80412500000001,07-Nov-14,"37.80412500000001,-122.442555,OK",-122.442555,11,1.0,OK,3,2014,RH-3,0
88,"203 LOS PALMOS DR, San Francisco, CA",0.0,,37.7358299,03-Sep-14,"37.7358299,-122.4492508,OK",-122.4492508,120,1.0,OK,1,2014,RH-1,0
89,"205 TOPEKA AV, San Francisco, CA",0.0,,37.73334,19-Feb-14,"37.73334,-122.397353,OK",-122.397353,,-1.0,OK,1,2014,RH-1,4
90,"207 LOS PALMOS DR, San Francisco, CA",0.0,,37.7358226,03-Sep-14,"37.7358226,-122.4493346,OK",-122.4493346,119,1.0,OK,1,2014,RH-1,0
91,"209 DUBLIN ST, San Francisco, CA",0.0,6284,37.7166629,22-Jul-14,"37.7166629,-122.427491,OK",-122.427491,8,1.0,OK,0,2014,RH-1,0
92,"2121 03RD ST, San Francisco, CA",18,4045,37.7626998,12-Nov-14,"37.7626998,-122.3882527,OK",-122.3882527,2,105.0,OK,105,2014,UMU,1
93,"213 LOS PALMOS DR, San Francisco, CA",0.0,,37.7358181,19-Sep-14,"37.7358181,-122.4494332,OK",-122.4494332,118,1.0,OK,1,2014,RH-1,0
94,"2137 BEACH ST, San Francisco, CA",1,919,37.803531,01-May-14,"37.803531,-122.4443035,OK",-122.4443035,,1.0,OK,3,2014,RH-3,0
95,"2152 LYON ST, San Francisco, CA",0.0,982,37.790874,17-Apr-14,"37.790874,-122.4461045,OK",-122.4461045,22,-1.0,OK,2,2014,RH-3,4
96,"2157 GREEN ST, San Francisco, CA",0.0,557,37.7961438,06-Jan-14,"37.7961438,-122.4346848,OK",-122.4346848,61,1.0,OK,1,2014,RH-2,0
97,"2157 LOMBARD ST, San Francisco, CA",1,510,37.7995299,13-Mar-14,"37.7995299,-122.4369355,OK",-122.4369355,29,1.0,OK,3,2014,NC-3,0
98,"2175 MARKET ST, San Francisco, CA",18,3543,37.7663573,17-Oct-14,"37.7663573,-122.4300444,OK",-122.4300444,11,88.0,OK,88,2014,UPR MARKET NCT,1
99,"2209 CAYUGA AV, San Francisco, CA",0.0,7145,37.7099045,16-Jun-14,"37.7099045,-122.4547155,OK",-122.4547155,88,-1.0,OK,2,2014,RH-2,4
100,"2210 MARKET ST, San Francisco, CA",3,3560,37.7657233,18-Feb-14,"37.7657233,-122.431322,OK",-122.431322,1,22.0,OK,22,2014,UPR MARKET NCT,0
101,"2224 CASTRO ST, San Francisco, CA",1,7536,37.743614,03-Dec-14,"37.743614,-122.433628,OK",-122.433628,37,1.0,OK,2,2014,RH-2,0
