,address,affordable_units,block,lat,latest_date,latlng,lon,lot,net_units,status,units,year,zone,unitcat
32,"1345 SILVER AV, San Francisco, CA",,500,37.731317,2013-10-11T00:00:00.000,"37.731317,-122.409925,OK",-122.409925,15,4.0,OK,4,2013,RH-2,0
33,"135 YUKON ST, San Francisco, CA",,681,37.7574619,2013-09-05T00:00:00.000,"37.7574619,-122.4422559,OK",-122.4422559,39,4.0,OK,71,2013,RH-2,0
34,"1370 UTAH ST, San Francisco, CA",,3753,37.7521638,2013-06-04T00:00:00.000,"37.7521638,-122.4054242,OK",-122.4054242,21,4.0,OK,4,2013,RH-2,0
35,"1379 REVERE AV, San Francisco, CA",,300,,2013-04-24T00:00:00.000,,,12,3.0,,3,2013,RH-2,0
36,"1390 MARKET ST, San Francisco, CA",,300,37.777311,2013-05-01T00:00:00.000,"37.777311,-122.4172441,OK",-122.4172441,12,3.0,OK,3,2013,RH-3,0
37,"140 MIDDLE POINT RD, San Francisco, CA",,807,37.7364857,2013-01-31T00:00:00.000,"37.7364857,-122.3794346,OK",-122.3794346,22,3.0,OK,3,2013,RH-1,0
38,"1401 DIVISADERO ST, San Francisco, CA",,1417,37.782632,2013-02-07T00:00:00.000,"37.782632,-122.439625,OK",-122.439625,31,3.0,OK,3,2013,C-3-G,0
39,"1401 LYON ST, San Francisco, CA",,480,37.7837785,2013-03-29T00:00:00.000,"37.7837785,-122.444868,OK",-122.444868,,3.0,OK,3,2013,RH-1,0
40,"1409 HUDSON AV, San Francisco, CA",,3548,37.737797,2013-08-28T00:00:00.000,"37.737797,-122.384844,OK",-122.384844,65,3.0,OK,3,2013,RH-1,0
41,"1410 JEFFERSON ST, San Francisco, CA",,3548,37.8058057,2013-09-03T00:00:00.000,"37.8058057,-122.4358963,OK",-122.4358963,65,3.0,OK,3,2013,RH-1 (D),0
42,"1411 MARKET ST, San Francisco, CA",,1641,37.7761331,2013-03-08T00:00:00.000,"37.7761331,-122.4173382,OK",-122.4173382,26,2.0,OK,2,2013,RH-1,0
43,"142 WEST POINT RD, San Francisco, CA",,2040,37.735433,2013-01-08T00:00:00.000,"37.735433,-122.3805638,OK",-122.3805638,1,2.0,OK,2,2013,RH-2,0
44,"1430 LARKIN ST, San Francisco, CA",,2040,37.7912757,2013-01-08T00:00:00.000,"37.7912757,-122.4189262,OK",-122.4189262,1,2.0,OK,2,2013,RH-3,0
45,"1432 YORK ST, San Francisco, CA",,839,37.749176,2013-08-01T00:00:00.000,"37.749176,-122.408116,OK",-122.408116,25,2.0,OK,8,2013,RH-2,0
46,"146 WEST POINT RD, San Francisco, CA",,2393,,2013-10-23T00:00:00.000,,,42,2.0,,2,2013,RH-1,0
47,"148 MIDDLE POINT RD, San Francisco, CA",,839,37.736518,2013-08-01T00:00:00.000,"37.736518,-122.3794338,OK",-122.3794338,25,2.0,OK,8,2013,RH-1,0
48,"149 NEWMAN ST, San Francisco, CA",,516,37.737901,2013-03-21T00:00:00.000,"37.737901,-122.4171509,OK",-122.4171509,,2.0,OK,2,2013,RH-1,0
49,"1515 15TH ST, San Francisco, CA",,482,37.7665977,2013-03-29T00:00:00.000,"37.7665977,-122.4181501,OK",-122.4181501,14,2.0,OK,2,2013,NCD-POLK STREET,0
50,"152 ELSIE ST, San Francisco, CA",,254,37.7420345,2013-01-08T00:00:00.000,"37.7420345,-122.4184152,OK",-122.4184152,80,2.0,OK,14,2013,RH-3,0
51,"1530 48TH AV, San Francisco, CA",,839,37.7578578,2013-05-15T00:00:00.000,"37.7578578,-122.5074585,OK",-122.5074585,25,2.0,OK,8,2013,NCD-POLK STREET,0
52,"154 BROAD ST, San Francisco, CA",,839,37.713463,2013-05-15T00:00:00.000,"37.713463,-122.458028,OK",-122.458028,25,2.0,OK,8,2013,RH-1,0
53,"154 WEST POINT RD, San Francisco, CA",,2040,37.7352943,2013-01-08T00:00:00.000,"37.7352943,-122.3802947,OK",-122.3802947,1,2.0,OK,2,2013,RH-1,0
54,"160 14TH ST, San Francisco, CA",1,3534,37.7686704,2013-04-16T00:00:00.000,"37.7686704,-122.4169583,OK",-122.4169583,,1.0,OK,6,2013,UMU,0
55,"1600 MARKET ST, San Francisco, CA",,5379,37.7740446,2013-05-07T00:00:00.000,"37.7740446,-122.4210278,OK",-122.4210278,29,1.0,OK,1,2013,RH-3,0
56,"162 WEST POINT RD, San Francisco, CA",,4009,37.7353265,2013-07-24T00:00:00.000,"37.7353265,-122.3800762,OK",-122.3800762,,1.0,OK,2,2013,RH-1,0
57,"1622 11TH AV, San Francisco, CA",1,1510,37.757884,2013-08-19T00:00:00.000,"37.757884,-122.467701,OK",-122.467701,25,1.0,OK,2,2013,RH-1(D),0
58,"1645 PACIFIC AV, San Francisco, CA",,226,37.794657,2013-06-26T00:00:00.000,"37.794657,-122.422326,OK",-122.422326,7,1.0,OK,1,2013,RH-2,0
59,"165 BRUSSELS ST, San Francisco, CA",,5343,37.730098,2013-10-25T00:00:00.000,"37.730098,-122.40649,OK",-122.40649,13,1.0,OK,2,2013,RH-1,0
60,"1710 DIAMOND ST, San Francisco, CA",,6345,37.7438471,2013-10-07T00:00:00.000,"37.7438471,-122.4358179,OK",-122.4358179,7,1.0,OK,1,2013,NC-2,0
61,"1710 DIAMOND ST, San Francisco, CA",,3727,37.7438471,2013-06-07T00:00:00.000,"37.7438471,-122.4358179,OK",-122.4358179,35,1.0,OK,3,2013,RH-2,0
62,"1717 17TH ST, San Francisco, CA",,227,37.7644775,2013-06-26T00:00:00.000,"37.7644775,-122.4008576,OK",-122.4008576,32,1.0,OK,4,2013,RH-2,0
63,"1718 DIAMOND ST, San Francisco, CA",,2802,37.7437753,2013-05-01T00:00:00.000,"37.7437753,-122.4358373,OK",-122.4358373,6,1.0,OK,1,2013,RH-2,0
64,"1728 DIAMOND ST, San Francisco, CA",,1601,37.7436993,2013-02-12T00:00:00.000,"37.7436993,-122.4357209,OK",-122.4357209,1,1.0,OK,2,2013,RH-1,0
65,"173 MARSTON AV, San Francisco, CA",1,1507,37.7273051,2013-10-15T00:00:00.000,"37.7273051,-122.4477565,OK",-122.4477565,38,1.0,OK,2,2013,RH-1,0
66,"1738 DIAMOND ST, San Francisco, CA",1,2649,37.743615,2013-05-13T00:00:00.000,"37.743615,-122.4357997,OK",-122.4357997,13,1.0,OK,2,2013,RH-1,0
67,"174 WEST POINT RD, San Francisco, CA",1,4088,,2013-11-25T00:00:00.000,,,30,1.0,,2,2013,RH-2,0
68,"1771 WASHINGTON ST, San Francisco, CA",1,1686,37.7930012,2013-09-20T00:00:00.000,"37.7930012,-122.422178,OK",-122.422178,16,1.0,OK,2,2013,RH-2,0
69,"178 WEST POINT RD, San Francisco, CA",1,4145,37.7353265,2013-11-27T00:00:00.000,"37.7353265,-122.3800762,OK",-122.3800762,29,1.0,OK,2,2013,RH-2,0
70,"179 DELMAR ST, San Francisco, CA",,302,37.7657791,2013-04-16T00:00:00.000,"37.7657791,-122.4454229,OK",-122.4454229,,1.0,OK,4,2013,NC-2,0
71,"180 YUKON ST, San Francisco, CA",1,3641,37.7572717,2013-04-25T00:00:00.000,"37.7572717,-122.4423515,OK",-122.4423515,75,1.0,OK,2,2013,RH-2,0
72,"1800 VAN NESS AV, San Francisco, CA",1,1152,37.7925491,2013-07-29T00:00:00.000,"37.7925491,-122.4222916,OK",-122.4222916,6,1.0,OK,6,2013,NCT-24TH-MISSION,0
73,"1841 STOCKTON ST, San Francisco, CA",1,4158,37.8027119,2013-10-18T00:00:00.000,"37.8027119,-122.4096655,OK",-122.4096655,2,1.0,OK,2,2013,RH-3,0
74,"185 CHANNEL ST, San Francisco, CA",,1219,37.7742388,2013-10-28T00:00:00.000,"37.7742388,-122.3910847,OK",-122.3910847,8,1.0,OK,4,2013,RH-3,0
75,"1870 GOLDEN GATE AV, San Francisco, CA",1,1237,37.77859,2013-02-06T00:00:00.000,"37.77859,-122.441443,OK",-122.441443,23,1.0,OK,2,2013,RH-1,0
76,"1927 GOLDEN GATE AV, San Francisco, CA",,473,37.77802399999999,2013-11-19T00:00:00.000,"37.77802399999999,-122.442366,OK",-122.442366,,1.0,OK,3,2013,NC-1,0
77,"194 PARKER AV, San Francisco, CA",,2657,37.7818166,2013-05-03T00:00:00.000,"37.7818166,-122.4542379,OK",-122.4542379,4,1.0,OK,1,2013,RH-2,0
78,"1945 HYDE ST, San Francisco, CA",1,1789,,2013-06-14T00:00:00.000,,,22,1.0,,2,2013,RH-1,0
79,"1963 OAKDALE AV, San Francisco, CA",,1763,37.738239,2013-09-16T00:00:00.000,"37.738239,-122.397294,OK",-122.397294,,1.0,OK,18,2013,RH-2 ,0
80,"1973 FILBERT ST, San Francisco, CA",,5557,37.79823200000001,2013-02-11T00:00:00.000,"37.79823200000001,-122.431767,OK",-122.431767,8,1.0,OK,1,2013,RH-2,0
81,"1998 MARKET ST, San Francisco, CA",,6566,37.7698639,2013-03-21T00:00:00.000,"37.7698639,-122.4264072,OK",-122.4264072,,1.0,OK,2,2013,NC-1,0
82,"2 CIELITO DR, San Francisco, CA",,5618,37.71025059999999,2013-09-20T00:00:00.000,"37.71025059999999,-122.4219006,OK",-122.4219006,20,1.0,OK,1,2013,RH-2,0
83,"2000 20TH ST, San Francisco, CA",1,471,37.7598717,2013-10-08T00:00:00.000,"37.7598717,-122.4013773,OK",-122.4013773,,1.0,OK,3,2013,RH-2,0
84,"201 BEVERLY ST, San Francisco, CA",,5405,37.7197663,2013-07-22T00:00:00.000,"37.7197663,-122.4719036,OK",-122.4719036,23,1.0,OK,1,2013,RH-1,0
85,"201 WEST POINT RD, San Francisco, CA",,482,37.7352749,2013-03-21T00:00:00.000,"37.7352749,-122.3794269,OK",-122.3794269,14,1.0,OK,2,2013,RTO,0
86,"2010 QUESADA AV, San Francisco, CA",,6618,37.736839,2013-01-04T00:00:00.000,"37.736839,-122.3972256,OK",-122.3972256,23,1.0,OK,2,2013,RM-3,0
87,"2028 BEACH ST, San Francisco, CA",,6202,37.80412500000001,2013-08-30T00:00:00.000,"37.80412500000001,-122.442555,OK",-122.442555,46,1.0,OK,1,2013,NCT-3,0
88,"203 LOS PALMOS DR, San Francisco, CA",1,5328,37.7358299,2013-03-28T00:00:00.000,"37.7358299,-122.4492508,OK",-122.4492508,53,1.0,OK,2,2013,RH-2,0
89,"205 TOPEKA AV, San Francisco, CA",1,6633,37.73334,2013-11-13T00:00:00.000,"37.73334,-122.397353,OK",-122.397353,20,1.0,OK,1,2013,NCT-Mission,0
90,"207 LOS PALMOS DR, San Francisco, CA",,5338,37.7358226,2013-03-13T00:00:00.000,"37.7358226,-122.4493346,OK",-122.4493346,56,1.0,OK,2,2013,RH-1,0
91,"209 DUBLIN ST, San Francisco, CA",1,5297,37.7166629,2013-10-11T00:00:00.000,"37.7166629,-122.427491,OK",-122.427491,23,1.0,OK,2,2013,NC-1,0
92,"2121 03RD ST, San Francisco, CA",,7107,37.7626998,2013-07-01T00:00:00.000,"37.7626998,-122.3882527,OK",-122.3882527,23,1.0,OK,2,2013,RH-2,0
93,"213 LOS PALMOS DR, San Francisco, CA",1,651,37.7358181,2013-04-10T00:00:00.000,"37.7358181,-122.4494332,OK",-122.4494332,10,1.0,OK,3,2013,RH-1,0
94,"2137 BEACH ST, San Francisco, CA",,2205,37.803531,2013-02-07T00:00:00.000,"37.803531,-122.4443035,OK",-122.4443035,35,1.0,OK,1,2013,RTO,0
95,"2152 LYON ST, San Francisco, CA",,7536,37.790874,2013-10-15T00:00:00.000,"37.790874,-122.4461045,OK",-122.4461045,37,1.0,OK,2,2013,RH-1,0
96,"2157 GREEN ST, San Francisco, CA",,3540,37.7961438,2013-04-15T00:00:00.000,"37.7961438,-122.4346848,OK",-122.4346848,23,1.0,OK,3,2013,RH-2,0
97,"2157 LOMBARD ST, San Francisco, CA",1,3540,37.7995299,2013-05-31T00:00:00.000,"37.7995299,-122.4369355,OK",-122.4369355,23,1.0,OK,3,2013,NC-1,0
98,"2175 MARKET ST, San Francisco, CA",,7551,37.7663573,2013-04-04T00:00:00.000,"37.7663573,-122.4300444,OK",-122.4300444,17,1.0,OK,1,2013,RM-3,0
99,"2209 CAYUGA AV, San Francisco, CA",,3518,37.7099045,2013-06-04T00:00:00.000,"37.7099045,-122.4547155,OK",-122.4547155,4,1.0,OK,1,2013,RH-3,0
100,"2210 MARKET ST, San Francisco, CA",1,6656,37.7657233,2013-08-01T00:00:00.000,"37.7657233,-122.431322,OK",-122.431322,5,1.0,OK,2,2013,RH-1,0
101,"2224 CASTRO ST, San Francisco, CA",,7554,37.743614,2013-03-08T00:00:00.000,"37.743614,-122.433628,OK",-122.433628,7,1.0,OK,1,2013,RH-1,0
102,"230 02ND AV, San Francisco, CA",,2864,37.784401,2013-09-26T00:00:00.000,"37.784401,-122.459897,OK",-122.459897,,1.0,OK,1,2013,C-3-G,0
103,"230 11TH ST, San Francisco, CA",,5518,37.772532,2013-02-07T00:00:00.000,"37.772532,-122.415292,OK",-122.415292,23,1.0,OK,2,2013,RH-2,0
104,"233 LAIDLEY ST, San Francisco, CA",,6941,37.738309,2013-07-03T00:00:00.000,"37.738309,-122.427785,OK",-122.427785,2,1.0,OK,1,2013,NCD-TARAVAL STREET,0
105,"233 LAIDLEY ST, San Francisco, CA",,7552,37.738309,2013-10-15T00:00:00.000,"37.738309,-122.427785,OK",-122.427785,3,1.0,OK,1,2013,RH-3,0
106,"238 PARIS ST, San Francisco, CA",1,1279,37.7248019,2013-03-19T00:00:00.000,"37.7248019,-122.432916,OK",-122.432916,83,1.0,OK,2,2013,RH-2,0
107,"2397 DIAMOND ST, San Francisco, CA",,1279,37.7384655,2013-01-23T00:00:00.000,"37.7384655,-122.43614,OK",-122.43614,83,1.0,OK,2,2013,RH-3,0
108,"2418 BALBOA ST, San Francisco, CA",,4035,37.776583,2013-10-16T00:00:00.000,"37.776583,-122.48492,OK",-122.48492,3,1.0,OK,1,2013,RH-2,0
109,"2421 16TH ST, San Francisco, CA",,3548,37.7654907,2013-04-18T00:00:00.000,"37.7654907,-122.4107608,OK",-122.4107608,7,1.0,OK,3,2013,NCT-UPPER MARKET,0
110,"246 RITCH ST, San Francisco, CA",1,221,37.7802473,2013-11-06T00:00:00.000,"37.7802473,-122.3958055,OK",-122.3958055,20,1.0,OK,3,2013,RM-1,0
111,"2475 BRYANT ST, San Francisco, CA",1,1449,37.7548966,2013-03-28T00:00:00.000,"37.7548966,-122.4091164,OK",-122.4091164,11,1.0,OK,2,2013,RTO,0
112,"248 OCEAN AV, San Francisco, CA",,7004,37.723444,2013-11-26T00:00:00.000,"37.723444,-122.442083,OK",-122.442083,4,1.0,OK,2,2013,RH-1,0
113,"25 ELGIN PK, San Francisco, CA",,5355,37.77104629999999,2013-06-10T00:00:00.000,"37.77104629999999,-122.4231462,OK",-122.4231462,10,1.0,OK,1,2013,RCD,0
114,"250 KEARNY ST, San Francisco, CA",1,6549,37.79055719999999,2013-11-06T00:00:00.000,"37.79055719999999,-122.4038736,OK",-122.4038736,31,1.0,OK,2,2013,RTO,0
115,"253 PARKER AV, San Francisco, CA",1,3502,37.7808052,2013-09-20T00:00:00.000,"37.7808052,-122.4543335,OK",-122.4543335,76,1.0,OK,2,2013,RH-1,0
116,"253 SANCHEZ ST, San Francisco, CA",,7016,37.765113,2013-04-12T00:00:00.000,"37.765113,-122.430591,OK",-122.430591,33,1.0,OK,1,2013,RH-1,0
117,"2559 VAN NESS AV, San Francisco, CA",,5715,37.7992578,2013-06-19T00:00:00.000,"37.7992578,-122.4245097,OK",-122.4245097,1,1.0,OK,2,2013,RH-2,0
118,"259 CHESTER AV, San Francisco, CA",,1510,37.711257,2013-10-02T00:00:00.000,"37.711257,-122.4702566,OK",-122.4702566,22,1.0,OK,2,2013,NC-1,0
119,"260 05TH ST, San Francisco, CA",1,1933,37.7807483,2013-10-10T00:00:00.000,"37.7807483,-122.4043537,OK",-122.4043537,24,1.0,OK,2,2013,DTR-Transbay        DTR- Rincon Hill,0
120,"262 MADISON ST, San Francisco, CA",,6995,37.7258725,2013-03-19T00:00:00.000,"37.7258725,-122.4225571,OK",-122.4225571,55,1.0,OK,1,2013,RH-1,0
121,"2645 BALBOA ST, San Francisco, CA",,807,37.7759349,2013-07-29T00:00:00.000,"37.7759349,-122.487368,OK",-122.487368,22,1.0,OK,1,2013,RH-1,0
122,"268 MADISON ST, San Francisco, CA",,2768,37.725722,2013-06-28T00:00:00.000,"37.725722,-122.422804,OK",-122.422804,8,1.0,OK,1,2013,RH-1,0
123,"2701 LARKIN ST, San Francisco, CA",1,1466,37.8028286,2013-01-24T00:00:00.000,"37.8028286,-122.4218429,OK",-122.4218429,9,1.0,OK,2,2013,RH-2,0
124,"2712 BROADWAY , San Francisco, CA",1,3581,37.79355,2013-07-11T00:00:00.000,"37.79355,-122.4421894,OK",-122.4421894,12,1.0,OK,2,2013,RH-1,0
125,"272 BRIGHTON AV, San Francisco, CA",1,1464,37.7234709,2013-11-20T00:00:00.000,"37.7234709,-122.4550006,OK",-122.4550006,,1.0,OK,2,2013,RH-1,0
126,"2721 GOLDEN GATE AV, San Francisco, CA",,6934,37.776807,2013-03-20T00:00:00.000,"37.776807,-122.4555278,OK",-122.4555278,2,1.0,OK,1,2013,RH-1,0
127,"277 ARLINGTON ST, San Francisco, CA",,5931,,2013-02-21T00:00:00.000,,,1,-1.0,,1,2013,RH-2,4
128,"2808 MARKET ST, San Francisco, CA",,6460,37.7615309,2013-06-28T00:00:00.000,"37.7615309,-122.4396111,OK",-122.4396111,8,-1.0,OK,1,2013,DTR-Rincon Hill    DTR- South Beach,4
129,"2810 CLAY ST, San Francisco, CA",,6987,37.790276,2013-03-11T00:00:00.000,"37.790276,-122.439744,OK",-122.439744,16,-1.0,OK,1,2013,NC-1,4
130,"2921 LAGUNA ST, San Francisco, CA",,5917,37.7982706,2013-01-18T00:00:00.000,"37.7982706,-122.4308926,OK",-122.4308926,1,-1.0,OK,1,2013,RTO,4
131,"2923 HARRISON ST, San Francisco, CA",,1715,37.7506569,2013-04-10T00:00:00.000,"37.7506569,-122.411393,OK",-122.411393,1,-1.0,OK,2,2013,UMU,4
132,"2986 22ND ST, San Francisco, CA",,1743,37.7559083,2013-07-25T00:00:00.000,"37.7559083,-122.4139807,OK",-122.4139807,42,-1.0,OK,2,2013,RTO,4
133,"301 MISSION ST, San Francisco, CA",,1743,37.79050549999999,2013-07-25T00:00:00.000,"37.79050549999999,-122.3962516,OK",-122.3962516,42,-1.0,OK,2,2013,RM-3,4
134,"307 SUMMIT WY, San Francisco, CA",,4217,37.7148855,2013-03-14T00:00:00.000,"37.7148855,-122.4773906,OK",-122.4773906,2,-1.0,OK,1,2013,RH-1,4
135,"309 EUREKA ST, San Francisco, CA",,5937,37.75717119999999,2013-08-19T00:00:00.000,"37.75717119999999,-122.4379527,OK",-122.4379527,46,-1.0,OK,1,2013,RH-1,4
136,"3129 MISSION ST, San Francisco, CA",,5501,37.7472103,2013-03-01T00:00:00.000,"37.7472103,-122.4185874,OK",-122.4185874,36,-1.0,OK,2,2013,NCT-VALENCIA STREET,4
137,"3135 24TH ST, San Francisco, CA",,1796,37.75224619999999,2013-08-05T00:00:00.000,"37.75224619999999,-122.4147536,OK",-122.4147536,4,-1.0,OK,2,2013,RH-2,4
138,"318 ARLETA AV, San Francisco, CA",,1760,,2013-03-05T00:00:00.000,,,9,-1.0,,2,2013,RM-1,4
139,"3210 JACKSON ST, San Francisco, CA",,5959,37.7909574,2013-08-29T00:00:00.000,"37.7909574,-122.4478959,OK",-122.4478959,6,-1.0,OK,-1,2013,RH-1,4
140,"322 29TH AV, San Francisco, CA",,3548,37.7832135,2013-09-04T00:00:00.000,"37.7832135,-122.4890417,OK",-122.4890417,65,-1.0,OK,-1,2013,RH-1,4
141,"333 FREMONT ST, San Francisco, CA",,6448,37.7876734,2013-09-06T00:00:00.000,"37.7876734,-122.3926993,OK",-122.3926993,54,-1.0,OK,1,2013,RH-1,4
142,"34 PLEASANT ST, San Francisco, CA",,1800,37.793043,2013-01-30T00:00:00.000,"37.793043,-122.413384,OK",-122.413384,,-1.0,OK,2,2013,MUR,4
143,"3418 26TH ST, San Francisco, CA",,1790,37.73118890000001,2013-03-27T00:00:00.000,"37.73118890000001,-122.481808,OK",-122.481808,,-1.0,OK,1,2013,NCT-3,4
144,"353 SAN JOSE AV, San Francisco, CA",,1789,37.7495146,2013-11-08T00:00:00.000,"37.7495146,-122.4213184,OK",-122.4213184,14,-1.0,OK,1,2013,RH-1,4
145,"3666 17TH ST, San Francisco, CA",,7178,37.763157,2013-03-18T00:00:00.000,"37.763157,-122.427776,OK",-122.427776,13,-1.0,OK,1,2013,RH-1,4
146,"3736 CESAR CHAVEZ ST, San Francisco, CA",,2541,37.74818399999999,2013-06-25T00:00:00.000,"37.74818399999999,-122.423319,OK",-122.423319,22,-1.0,OK,1,2013,RH-2,4
147,"378 05TH ST, San Francisco, CA",,5557,37.7793141,2013-09-06T00:00:00.000,"37.7793141,-122.4021927,OK",-122.4021927,8,-1.0,OK,-1,2013,RTO,4
148,"385 IVY ST, San Francisco, CA",,6983,37.7770842,2013-02-04T00:00:00.000,"37.7770842,-122.4244127,OK",-122.4244127,11,-1.0,OK,1,2013,RH-1,4
149,"39 LLOYD ST, San Francisco, CA",,480,,2013-04-02T00:00:00.000,,,,-1.0,,-1,2013,RH-2,4
150,"40 EDGEHILL WY, San Francisco, CA",,7178,37.7429387,2013-09-12T00:00:00.000,"37.7429387,-122.4610481,OK",-122.4610481,12,-1.0,OK,1,2013,NCT-HAYES,4
151,"401 HARRISON ST, San Francisco, CA",,1816,37.7863987,2013-07-26T00:00:00.000,"37.7863987,-122.3920534,OK",-122.3920534,24,-1.0,OK,1,2013,RH-3,4
152,"4058 18TH ST, San Francisco, CA",,6977,37.7611444,2013-01-18T00:00:00.000,"37.7611444,-122.4340943,OK",-122.4340943,14,-1.0,OK,1,2013,RH-1,4
153,"413 BOWDOIN ST, San Francisco, CA",,5361,37.7301423,2013-06-10T00:00:00.000,"37.7301423,-122.412063,OK",-122.412063,28,-1.0,OK,1,2013,RH-1,4
154,"4132 03RD ST, San Francisco, CA",,5341,37.73987959999999,2013-02-22T00:00:00.000,"37.73987959999999,-122.3891287,OK",-122.3891287,,-1.0,OK,1,2013,RH-2,4
155,"416 PLYMOUTH ST, San Francisco, CA",,1909,37.71447,2013-08-27T00:00:00.000,"37.71447,-122.455787,OK",-122.455787,32,-1.0,OK,1,2013,RH-1,4
156,"4163 24TH ST, San Francisco, CA",,7043,37.7510911,2013-06-21T00:00:00.000,"37.7510911,-122.4353946,OK",-122.4353946,,-1.0,OK,1,2013,RH-1,4
157,"42 NEWMAN ST, San Francisco, CA",,6549,37.737613,2013-11-04T00:00:00.000,"37.737613,-122.41815,OK",-122.41815,21,-1.0,OK,-1,2013,RH-2,4
158,"427 31ST AV, San Francisco, CA",,1369,37.781147,2013-01-30T00:00:00.000,"37.781147,-122.491594,OK",-122.491594,21,-1.0,OK,2,2013,RH-2,4
159,"427 31ST AV, San Francisco, CA",,6616,37.781147,2013-01-30T00:00:00.000,"37.781147,-122.491594,OK",-122.491594,10,-1.0,OK,2,2013,RH-2,4
160,"4379 23RD ST, San Francisco, CA",,3534,37.752281,2013-01-23T00:00:00.000,"37.752281,-122.440304,OK",-122.440304,11,-1.0,OK,4,2013,RH-1,4
161,"4443 19TH ST, San Francisco, CA",,2068,37.7588819,2013-04-05T00:00:00.000,"37.7588819,-122.438904,OK",-122.438904,28,-1.0,OK,1,2013,RTO,4
162,"45 BELCHER ST, San Francisco, CA",,531,37.76859,2013-07-31T00:00:00.000,"37.76859,-122.42985,OK",-122.42985,22,-1.0,OK,-1,2013,RH-2,4
163,"455 SAWYER ST, San Francisco, CA",,5396,37.7123329,2013-03-18T00:00:00.000,"37.7123329,-122.4145554,OK",-122.4145554,,-1.0,OK,1,2013,RH-1 (D),4
164,"461 HOFFMAN AV, San Francisco, CA",,6016,37.7499449,2013-07-18T00:00:00.000,"37.7499449,-122.440202,OK",-122.440202,,-1.0,OK,1,2013,RH-2,4
165,"470 33RD AV, San Francisco, CA",,5347,37.7803307,2013-05-02T00:00:00.000,"37.7803307,-122.4930941,OK",-122.4930941,28,-1.0,OK,1,2013,RH-3,4
166,"4849 MISSION ST, San Francisco, CA",,2692,37.7208026,2013-10-09T00:00:00.000,"37.7208026,-122.4377681,OK",-122.4377681,29,-1.0,OK,1,2013,RH-2,4
167,"498 HOFFMAN AV, San Francisco, CA",,1432,37.7495009,2013-02-04T00:00:00.000,"37.7495009,-122.4405145,OK",-122.4405145,37,-1.0,OK,-1,2013,RED,4
168,"5 NAPLES ST, San Francisco, CA",,2391,37.728407,2013-03-13T00:00:00.000,"37.728407,-122.425151,OK",-122.425151,31,-1.0,OK,1,2013,RH-1,4
169,"50 SUMMIT WY, San Francisco, CA",,2395,37.7139691,2013-01-04T00:00:00.000,"37.7139691,-122.4744807,OK",-122.4744807,12,-1.0,OK,1,2013,RC-4,4
170,"517 DUBOCE AV, San Francisco, CA",,6780,37.7691157,2013-05-09T00:00:00.000,"37.7691157,-122.4318237,OK",-122.4318237,10,-1.0,OK,1,2013,RH-1 (D),4
171,"52 ALPINE TR, San Francisco, CA",,7045B,37.7696388,2013-09-06T00:00:00.000,"37.7696388,-122.4378991,OK",-122.4378991,33,-1.0,OK,1,2013,RH-1,4
172,"52 MIDDLE POINT RD, San Francisco, CA",,2443,37.735199,2013-02-15T00:00:00.000,"37.735199,-122.3794269,OK",-122.3794269,,-1.0,OK,1,2013,RH-1,4
173,"52 SUMMIT WY, San Francisco, CA",,7148,37.7139691,2013-02-27T00:00:00.000,"37.7139691,-122.4744807,OK",-122.4744807,37,-1.0,OK,1,2013,RED,4
174,"5222 03RD ST, San Francisco, CA",,585,37.730331,2013-06-18T00:00:00.000,"37.730331,-122.392675,OK",-122.392675,16,-1.0,OK,4,2013,RH-2,4
175,"5228 03RD ST, San Francisco, CA",,943,37.730264,2013-06-18T00:00:00.000,"37.730264,-122.392694,OK",-122.392694,,-1.0,OK,-1,2013,RH-1,4
176,"5234 03RD ST, San Francisco, CA",,27,37.7301969,2013-06-18T00:00:00.000,"37.7301969,-122.392713,OK",-122.392713,,-1.0,OK,2,2013,RTO,4
177,"5238 03RD ST, San Francisco, CA",,2015,37.73013,2013-04-08T00:00:00.000,"37.73013,-122.392732,OK",-122.392732,36,-1.0,OK,1,2013,RTO,4
178,"5244 03RD ST, San Francisco, CA",,5865,37.730063,2013-07-25T00:00:00.000,"37.730063,-122.392751,OK",-122.392751,5,-1.0,OK,1,2013,RH-1,4
179,"5250 03RD ST, San Francisco, CA",,531,37.72999600000001,2013-02-21T00:00:00.000,"37.72999600000001,-122.392769,OK",-122.392769,4,-1.0,OK,-1,2013,NC-1,4
180,"530 FAXON AV, San Francisco, CA",,536,37.72411,2013-09-03T00:00:00.000,"37.72411,-122.459917,OK",-122.459917,2,-1.0,OK,1,2013,RH-1,4
181,"530 SANCHEZ ST, San Francisco, CA",,6080,37.7606282,2013-03-20T00:00:00.000,"37.7606282,-122.4307078,OK",-122.4307078,43,-1.0,OK,2,2013,RH-3,4
182,"530 SANCHEZ ST, San Francisco, CA",,6074,37.7606282,2013-01-02T00:00:00.000,"37.7606282,-122.4307078,OK",-122.4307078,2,-1.0,OK,1,2013,RH-2,4
183,"530 SANCHEZ ST, San Francisco, CA",,1482,37.7606282,2013-01-17T00:00:00.000,"37.7606282,-122.4307078,OK",-122.4307078,11,-1.0,OK,1,2013,RH-1 (D),4
184,"534 11TH AV, San Francisco, CA",,5685,37.7781804,2013-06-21T00:00:00.000,"37.7781804,-122.469255,OK",-122.469255,19,-1.0,OK,1,2013,RH-1,4
